flow_duration,total_fwd_packets,total_backward_packets,max_packet_length,average_packet_size,active_mean,label
21442,2,2,79,77.75,0,BENIGN
56289,1,3,6,7.5,0,BENIGN
193117,18,14,2896,384.53125,0,BENIGN
21234,2,2,71,67.75,0,BENIGN
61160579,27,26,1906,198.75471698113208,135012.33333333337,BENIGN
46790,2,2,58,60.5,0,BENIGN
2,2,0,6,9,0,BENIGN
520,4,0,46,43.75,0,BENIGN
64671551,14,0,0,0,2357224.333333333,BENIGN
20976,2,2,60,54,0,BENIGN
506483,17,18,2920,765.7714285714287,0,BENIGN
56939,2,2,128,88,0,BENIGN
92788,1,3,6,7.5,0,BENIGN
116655895,34,29,2315,165.52380952380952,241611.5,BENIGN
64,1,2,6,4,0,BENIGN
20590,2,2,61,64.25,0,BENIGN
20650,2,2,108,87,0,BENIGN
1,2,0,31,34,0,BENIGN
1,2,0,31,34,0,BENIGN
21596,2,2,59,61.75,0,BENIGN
20879,2,2,48,48,0,BENIGN
97,1,2,6,8,0,BENIGN
20847,2,2,90,73.5,0,BENIGN
225,1,2,6,8,0,BENIGN
21104,2,2,128,88,0,BENIGN
117092673,28,26,1430,157.37037037037038,253256,BENIGN
2280,3,2,38,26.4,0,BENIGN
3,2,0,6,9,0,BENIGN
84427,2,2,6,3,0,BENIGN
20908,2,2,90,72.75,0,BENIGN
21180,2,2,48,48,0,BENIGN
180,1,2,6,8,0,BENIGN
45044,2,2,102,82.5,0,BENIGN
21384,2,2,255,150.75,0,BENIGN
53381,1,2,37,28.66666666666667,0,BENIGN
20800,2,2,86,76.75,0,BENIGN
149,1,2,6,8,0,BENIGN
2,2,0,6,9,0,BENIGN
46501,2,2,69,65.25,0,BENIGN
20854,2,2,86,76.75,0,BENIGN
78741,10,8,1715,294.8333333333333,0,BENIGN
277,3,2,38,26.4,0,BENIGN
20664,2,2,90,72.75,0,BENIGN
20890,2,2,102,81.75,0,BENIGN
218,1,3,6,7.5,0,BENIGN
2,2,0,6,9,0,BENIGN
20638,2,2,143,97.75,0,BENIGN
61129057,27,24,1877,217.72549019607845,87420.16666666669,BENIGN
866,4,0,46,42.25,0,BENIGN
117976743,16,16,347,68.4375,101096.5,BENIGN
20898,2,2,47,46.75,0,BENIGN
588,3,2,6,7.2,0,BENIGN
91433,1,1,0,0,0,BENIGN
3,3,0,6,8,0,BENIGN
45262,2,2,47,46.75,0,BENIGN
115382620,39,36,2898,286.6533333333333,49830.27272727271,BENIGN
21173,2,2,71,64.75,0,BENIGN
88,1,2,6,8,0,BENIGN
20776,2,2,57,59.25,0,BENIGN
21125,2,2,127,95,0,BENIGN
20663,2,2,61,64.25,0,BENIGN
7163686,2,8,0,0,0,BENIGN
40840,1,1,6,9,0,BENIGN
2,2,0,6,9,0,BENIGN
1,2,0,31,31,0,BENIGN
20835,2,2,175,155.75,0,BENIGN
73718,2,2,91,68.75,0,BENIGN
2,2,0,6,9,0,BENIGN
21046,2,2,111,90.75,0,BENIGN
4,2,0,6,9,0,BENIGN
165,1,2,6,8,0,BENIGN
20809,2,2,59,61.75,0,BENIGN
20854,2,2,48,48,0,BENIGN
21063,2,2,60,54,0,BENIGN
21181,2,2,73,70.25,0,BENIGN
20886,2,2,46,45.5,0,BENIGN
1,2,0,31,34,0,BENIGN
115543946,31,28,788,44.57627118644068,36614.909090909096,BENIGN
20885,2,2,90,73.5,0,BENIGN
65205,1,1,0,0,0,BENIGN
20802,2,2,297,179.25,0,BENIGN
79942945,32,50,868,78.48780487804878,3539834,BENIGN
28691,1,1,6,9,0,BENIGN
1,2,0,31,31,0,BENIGN
1,2,0,31,31,0,BENIGN
1,2,0,31,34,0,BENIGN
118195747,24,22,1430,172.69565217391303,142918,BENIGN
21514,2,2,48,48,0,BENIGN
504,4,0,46,43.75,0,BENIGN
20627,2,2,90,73.5,0,BENIGN
2,2,0,1315,1330.5,0,BENIGN
1283,4,0,46,43.75,0,BENIGN
117444410,36,37,2860,165.97260273972603,235689.5,BENIGN
86,1,2,0,0,0,BENIGN
20871,2,2,132,101.25,0,BENIGN
261,4,0,46,43.75,0,BENIGN
117155834,22,18,598,67.65,134753.5,BENIGN
20713,2,2,103,86.75,0,BENIGN
21256,2,2,41,39.25,0,BENIGN
20865,2,2,128,88,0,BENIGN
4,3,0,31,33,0,BENIGN
826299,15,17,2920,717.5625,0,BENIGN
20848,2,2,66,70.5,0,BENIGN
160,1,2,6,8,0,BENIGN
116919162,16,16,207,60.125,100061,BENIGN
68232,6,7,2266,351.84615384615387,0,BENIGN
21771,2,2,155,135.25,0,BENIGN
72,1,2,6,8,0,BENIGN
65494,2,2,47,46.75,0,BENIGN
1,2,0,445,460.5,0,BENIGN
117516114,135,199,2860,623.5209580838323,636237,BENIGN
170,1,2,6,8,0,BENIGN
20795,2,2,73,63.5,0,BENIGN
276,1,3,6,7.5,0,BENIGN
2,2,0,31,34,0,BENIGN
47840,2,2,73,70.25,0,BENIGN
31483,2,2,48,48,0,BENIGN
117188224,24,19,3446,226.60465116279067,229370,BENIGN
55560,1,3,6,7.5,0,BENIGN
20802,2,2,99,81.75,0,BENIGN
20647,2,2,62,65.5,0,BENIGN
0,2,0,31,34,0,BENIGN
20631,2,2,61,64.25,0,BENIGN
20668,2,2,73,63.5,0,BENIGN
1,2,0,6,9,0,BENIGN
45199,2,2,43,41.75,0,BENIGN
2,2,0,6,9,0,BENIGN
1,2,0,31,34,0,BENIGN
12639746,6,2,46,31.75,62291,BENIGN
5047357,16,13,2920,475.8965517241378,0,BENIGN
54664,2,2,57,59.25,0,BENIGN
20629,2,2,103,86.75,0,BENIGN
5423175,5,2,6,2.5714285714285716,0,BENIGN
20824,2,2,70,63.5,0,BENIGN
176,1,2,6,8,0,BENIGN
198,1,2,6,8,0,BENIGN
165,1,2,6,8,0,BENIGN
7249784,2,8,0,0,0,BENIGN
1,2,0,31,34,0,BENIGN
1,2,0,31,34,0,BENIGN
3,2,0,6,9,0,BENIGN
20649,2,2,57,59.25,0,BENIGN
20920,2,2,72,69,0,BENIGN
26631,1,2,6,8,0,BENIGN
21152,4,4,177,113.125,0,BENIGN
2164,4,0,46,43.75,0,BENIGN
117894683,32,24,2896,357.78571428571433,86023,BENIGN
41121,1,1,6,9,0,BENIGN
45290,2,2,41,39.25,0,BENIGN
7336646,2,8,0,0,0,BENIGN
20992,2,2,58,60.5,0,BENIGN
20686,2,2,94,75.5,0,BENIGN
20734,2,2,78,69,0,BENIGN
1,2,0,31,34,0,BENIGN
46938,2,2,118,126.5,0,BENIGN
60511,2,2,200,131.5,0,BENIGN
61080070,27,26,1877,209.50943396226413,83814.83333333331,BENIGN
2,2,0,0,0,0,BENIGN
312,1,3,6,7.5,0,BENIGN
5575841,5,2,6,2.5714285714285716,0,BENIGN
158,1,2,6,8,0,BENIGN
423,6,2,31,13,0,BENIGN
21146,2,2,93,74.25,0,BENIGN
20740,2,2,102,82.5,0,BENIGN
21369,1,1,6,9,0,BENIGN
1,2,0,31,34,0,BENIGN
20882,2,2,178,117.5,0,BENIGN
1209,4,0,46,43.75,0,BENIGN
34877,2,2,99,111.75,0,BENIGN
7188815,2,8,0,0,0,BENIGN
452,4,0,46,43.75,0,BENIGN
46422,2,2,100,80,0,BENIGN
160,1,2,6,8,0,BENIGN
20911,2,2,57,59.25,0,BENIGN
49,1,2,0,0,0,BENIGN
1,2,0,31,34,0,BENIGN
20840,2,2,77,67,0,BENIGN
3,2,0,6,9,0,BENIGN
415110,13,11,2920,580,0,BENIGN
5950882,5,2,6,2.5714285714285716,0,BENIGN
20819,2,2,86,76.75,0,BENIGN
48617,2,2,90,73.5,0,BENIGN
55292,1,1,6,9,0,BENIGN
1,2,0,24,27,0,BENIGN
118128027,30,26,1418,172.3214285714286,179361.5,BENIGN
119657359,17,0,300,317.64705882352933,7843033.666666668,BENIGN
55074,2,2,95,76.75,0,BENIGN
2,2,0,6,9,0,BENIGN
21043,2,2,48,48,0,BENIGN
116819571,32,26,1430,175.6551724137931,171071,BENIGN
5973539,5,2,6,2.5714285714285716,0,BENIGN
325,4,0,46,43.75,0,BENIGN
178,1,2,6,8,0,BENIGN
36434705,6,2,46,31.75,62413,BENIGN
118031526,69,113,2313,584.9560439560438,399580.5,BENIGN
7304679,2,8,0,0,0,BENIGN
21160,2,2,132,92.25,0,BENIGN
111159147,60,94,892,68.71428571428571,456569.75,BENIGN
60876,1,1,0,0,0,BENIGN
20629,2,2,48,48,0,BENIGN
21235,2,2,109,75.5,0,BENIGN
26922143,8,8,990,213.375,141788,BENIGN
118300772,46,40,1872,267.02325581395354,326435.5,BENIGN
303,1,3,6,7.5,0,BENIGN
20796,2,2,93,74.25,0,BENIGN
20778,2,2,60,54,0,BENIGN
21152,2,2,311,183.25,0,BENIGN
20997,2,2,70,66.5,0,BENIGN
161,1,2,6,8,0,BENIGN
60469,2,2,79,65,0,BENIGN
20641,2,2,52,53,0,BENIGN
117640249,28,25,2408,148.9811320754717,252743,BENIGN
160,1,2,6,8,0,BENIGN
1,2,0,741,741,0,BENIGN
333,5,0,31,17.2,0,BENIGN
21379,1,2,6,8,0,BENIGN
1,2,0,38,38,0,BENIGN
83,1,2,6,8,0,BENIGN
115867612,31,28,705,41.6271186440678,64517.181818181794,BENIGN
54861,1,1,6,9,0,BENIGN
3,3,0,0,0,0,BENIGN
848,4,0,46,43.75,0,BENIGN
752410,7,2,430,97.55555555555556,0,BENIGN
163,1,2,6,8,0,BENIGN
141,1,2,6,8,0,BENIGN
7189317,2,8,0,0,0,BENIGN
24974373,58,79,2524,140.89051094890507,2551677,BENIGN
1,2,0,6,9,0,BENIGN
7,3,0,141,188,0,BENIGN
569149,15,21,2920,917.5555555555557,0,BENIGN
2,2,0,6,9,0,BENIGN
115761052,79,113,2920,820.5208333333335,114603.18181818182,BENIGN
21046,2,2,146,102.25,0,BENIGN
670,5,0,46,41.2,0,BENIGN
22746,2,2,297,179.25,0,BENIGN
21183,2,2,172,113,0,BENIGN
20576,2,2,101,77.5,0,BENIGN
2,2,0,6,9,0,BENIGN
20866,2,2,71,67.75,0,BENIGN
55700,1,3,6,7.5,0,BENIGN
14341934,2,10,0,0,6340936,BENIGN
18954,4,2,77,46.66666666666666,0,BENIGN
193,4,0,46,43.75,0,BENIGN
3,2,0,0,0,0,BENIGN
118179448,80,120,927,75.08,838020.5,BENIGN
115,1,2,6,8,0,BENIGN
478,4,0,46,43.75,0,BENIGN
38384,1,1,0,0,0,BENIGN
589814,7,2,375,85.33333333333333,0,BENIGN
153,1,2,6,8,0,BENIGN
20808,2,2,60,63,0,BENIGN
47398,2,2,78,76.5,0,BENIGN
66,1,2,0,0,0,BENIGN
7266349,2,8,0,0,0,BENIGN
20920,2,2,112,89.75,0,BENIGN
2,3,0,31,33,0,BENIGN
25929182,26,30,1430,203.42857142857144,893059,BENIGN
47968,2,2,66,70.5,0,BENIGN
24889,2,2,83,63.25,0,BENIGN
5906125,14,12,2920,479.1153846153846,123841,BENIGN
10112666,16,20,2920,481.0555555555555,111963,BENIGN
115647037,31,28,869,47.355932203389855,29097.090909090908,BENIGN
21074,2,2,111,90.75,0,BENIGN
226,4,0,46,42.25,0,BENIGN
115652478,38,37,2382,176.33333333333337,25796.5,BENIGN
15146,1,1,6,9,0,BENIGN
499711,4,0,6,7.5,0,BENIGN
45983,2,2,57,59.25,0,BENIGN
1,2,0,6,9,0,BENIGN
62240,2,2,67,71.75,0,BENIGN
20866,2,2,46,45.5,0,BENIGN
20635,2,2,121,92.75,0,BENIGN
21541,1,1,0,0,0,BENIGN
47032,2,2,78,76.5,0,BENIGN
33881,2,2,6,3,0,BENIGN
22456,2,2,128,88,0,BENIGN
20866,2,2,102,83.25,0,BENIGN
119091795,66,91,2526,144.31847133757958,1042709,BENIGN
2,2,0,6,9,0,BENIGN
80509769,36,50,895,75.53488372093024,3330177.5,BENIGN
54747,1,2,6,8,0,BENIGN
2,2,0,6,9,0,BENIGN
2,2,0,6,9,0,BENIGN
116017548,39,37,2942,175.10526315789474,46227.83333333334,BENIGN
114109944,12,0,0,0,2.5,BENIGN
14757,3,2,38,26.4,0,BENIGN
291,1,5,37,17.333333333333332,0,BENIGN
26745,5,2,69,43,0,BENIGN
48251,2,2,83,63.25,0,BENIGN
21398,1,2,6,8,0,BENIGN
20609,2,2,57,59.25,0,BENIGN
146787,14,21,2636,647.2857142857142,0,BENIGN
119,1,2,6,8,0,BENIGN
2,2,0,6,9,0,BENIGN
1,2,0,6,9,0,BENIGN
115857221,38,35,2942,181.68493150684932,47148.66666666667,BENIGN
20684,2,2,51,51.75,0,BENIGN
162,1,2,6,8,0,BENIGN
3,3,0,6,8,0,BENIGN
20814,2,2,51,51.75,0,BENIGN
5245042,5,2,6,2.5714285714285716,0,BENIGN
117406979,72,106,1430,602.7865168539325,346459.5,BENIGN
154,1,2,6,8,0,BENIGN
21054,2,2,93,74.25,0,BENIGN
117904398,142,239,2860,820.3359580052494,182695.5,BENIGN
14341695,2,10,0,0,6341188,BENIGN
45857,2,2,175,155.75,0,BENIGN
10412126,17,15,2110,495.875,413113,BENIGN
117268712,26,24,1430,191.72,306700.5,BENIGN
24935721,32,41,2920,530,2749125,BENIGN
46036,2,2,132,103.5,0,BENIGN
21112,2,2,108,78.75,0,BENIGN
48081,2,2,58,60.5,0,BENIGN
88136,11,10,1430,339.3333333333333,0,BENIGN
117716665,16,16,284,54.71875,101530,BENIGN
5290306,5,2,6,2.5714285714285716,0,BENIGN
21211,2,2,138,98.25,0,BENIGN
20908,2,2,72,69,0,BENIGN
50524,2,2,57,59.25,0,BENIGN
20585,2,2,56,58,0,BENIGN
2,2,0,31,34,0,BENIGN
55946,1,3,6,7.5,0,BENIGN
2,2,0,31,31,0,BENIGN
353082,11,12,2920,604.8695652173913,0,BENIGN
117338504,28,26,1430,157.37037037037038,253395,BENIGN
45010,2,2,159,102.75,0,BENIGN
301867,17,13,2265,465.26666666666665,0,BENIGN
117372693,40,42,1430,221.9268292682927,196291.5,BENIGN
1909283,32,44,2733,134.3421052631579,0,BENIGN
117552013,32,27,2407,181.83050847457628,132796,BENIGN
368,4,0,46,43.75,0,BENIGN
47820,2,2,83,63.25,0,BENIGN
6016021,18,0,125,130.94444444444446,0,BENIGN
117983408,52,65,2860,404.23931623931617,587736.5,BENIGN
21050,2,2,71,67.75,0,BENIGN
1,2,0,31,34,0,BENIGN
21250,2,2,100,79.25,0,BENIGN
198,1,2,6,8,0,BENIGN
20740,2,2,57,59.25,0,BENIGN
265,3,0,6,8,0,BENIGN
46954,2,2,83,63.25,0,BENIGN
5131083,14,11,2382,382.84,126651,BENIGN
117465708,32,28,1430,201.96666666666667,150259,BENIGN
5125441,5,2,6,2.5714285714285716,0,BENIGN
14341550,2,10,0,0,6341799,BENIGN
20828,2,2,57,59.25,0,BENIGN
45261,2,2,89,67.75,0,BENIGN
5751410,5,2,6,2.5714285714285716,0,BENIGN
21008,2,2,128,88,0,BENIGN
132466,3,3,35,29.16666666666667,0,BENIGN
45320,2,2,79,77.75,0,BENIGN
21233,2,2,59,61.75,0,BENIGN
5,3,2,0,0,0,BENIGN
20633,2,2,103,86.75,0,BENIGN
21220,2,2,78,62.25,0,BENIGN
41091,1,1,0,0,0,BENIGN
170,1,2,6,8,0,BENIGN
1,2,0,31,34,0,BENIGN
10302048,27,18,3023,372.4444444444445,341389,BENIGN
3,2,0,6,9,0,BENIGN
143760,14,9,2409,307.2608695652174,0,BENIGN
92197,1,1,0,0,0,BENIGN
20875,2,2,94,75.5,0,BENIGN
20839,2,2,71,67.75,0,BENIGN
21340,2,2,85,77,0,BENIGN
20648,2,2,41,39.25,0,BENIGN
3,2,0,6,9,0,BENIGN
20795,2,2,48,48,0,BENIGN
5211230,5,2,6,2.5714285714285716,0,BENIGN
2,1,2,0,0,0,BENIGN
20721,2,2,128,88,0,BENIGN
23426846,28,38,3107,772.7575757575756,137908.5,BENIGN
2,2,0,0,0,0,BENIGN
314,4,0,46,43.75,0,BENIGN
20990,2,2,103,86.75,0,BENIGN
21051,2,2,97,80.75,0,BENIGN
209,1,2,6,8,0,BENIGN
20841,2,2,59,61.75,0,BENIGN
112489998,68,104,912,74.41279069767442,1094470.25,BENIGN
574,4,0,46,42.25,0,BENIGN
60398400,25,26,1904,249.4117647058824,83067.5,BENIGN
25929244,16,12,590,82.07142857142857,334566,BENIGN
29445,2,2,66,70.5,0,BENIGN
726,4,0,39,36.75,0,BENIGN
2,2,0,6,9,0,BENIGN
455,1,3,6,7.5,0,BENIGN
20765,2,2,103,86.75,0,BENIGN
254,4,0,46,43.75,0,BENIGN
448,1,3,31,20,0,BENIGN
19157585,21,19,2920,523.3,412544.5,BENIGN
1,2,0,31,31,0,BENIGN
20977,2,2,102,81.75,0,BENIGN
5040119,5,2,6,2.5714285714285716,0,BENIGN
203,1,2,6,8,0,BENIGN
11002262,20,27,2920,530.7234042553191,1048372,BENIGN
41058,5,2,69,43,0,BENIGN
20879,2,2,94,75.5,0,BENIGN
21242,2,2,128,88,0,BENIGN
68456,6,7,2266,355.23076923076917,0,BENIGN
45397,2,2,48,48,0,BENIGN
20659,2,2,138,98.25,0,BENIGN
117371951,89,129,2635,534.1743119266056,646420.5,BENIGN
20740,2,2,67,71.75,0,BENIGN
1,3,0,6,8,0,BENIGN
5,3,0,45,60,0,BENIGN
54515,2,2,73,70.25,0,BENIGN
204,1,2,6,8,0,BENIGN
118087116,32,31,2408,169.93650793650792,209683.5,BENIGN
21066,2,2,128,88,0,BENIGN
178814,16,11,2525,275.8888888888889,0,BENIGN
20663,2,2,66,58.5,0,BENIGN
55847,2,2,55,56.75,0,BENIGN
59665133,26,25,1752,228.66666666666663,112201.4,BENIGN
20720,2,2,47,46.75,0,BENIGN
2,1,2,0,0,0,BENIGN
24864,1,2,6,8,0,BENIGN
28964,1,1,6,9,0,BENIGN
20969,2,2,178,126.5,0,BENIGN
70056,14,11,2260,388.12,0,BENIGN
160,1,2,6,8,0,BENIGN
21196,2,2,49,49.25,0,BENIGN
7299172,2,8,0,0,0,BENIGN
117563988,24,24,1430,199.5,147348,BENIGN
20922,2,2,58,60.5,0,BENIGN
60618,1,1,0,0,0,BENIGN
20863,2,2,86,61.75,0,BENIGN
20783,2,2,85,77,0,BENIGN
5341600,10,8,560,88.83333333333331,109296,BENIGN
149,1,2,6,8,0,BENIGN
1,2,0,31,34,0,BENIGN
20801,2,2,85,77,0,BENIGN
55621,1,3,6,7.5,0,BENIGN
183,1,2,6,8,0,BENIGN
112297,3,29,2920,1369.875,0,BENIGN
163,1,2,6,8,0,BENIGN
20931,2,2,106,120.5,0,BENIGN
2,2,0,6,9,0,BENIGN
115987110,39,32,869,110.56338028169014,72212.36363636362,BENIGN
20627,2,2,178,117.5,0,BENIGN
9002942,6,0,0,0,3002589,BENIGN
9029034,6,0,0,0,3007350,BENIGN
20685,2,2,100,79.25,0,BENIGN
1,2,0,31,34,0,BENIGN
21211,2,2,82,74,0,BENIGN
2,2,0,0,0,0,BENIGN
114187264,39,0,0,0,6.916666666666668,BENIGN
33522,1,2,0,0,0,BENIGN
14341638,2,10,0,0,6341447,BENIGN
115586300,31,28,705,41.6271186440678,50106.0909090909,BENIGN
20751,2,2,58,60.5,0,BENIGN
2,2,0,6,9,0,BENIGN
1195,4,0,46,42.25,0,BENIGN
20926,2,2,121,92.75,0,BENIGN
1,2,0,31,34,0,BENIGN
228965,16,18,1430,269.70588235294116,0,BENIGN
932,5,0,31,12.4,0,BENIGN
20850,2,2,72,69,0,BENIGN
71,1,2,0,0,0,BENIGN
20967,2,2,137,97,0,BENIGN
20888,2,2,97,80.75,0,BENIGN
20901,2,2,73,70.25,0,BENIGN
20629,2,2,86,76.75,0,BENIGN
54687,1,1,6,9,0,BENIGN
1,2,0,31,34,0,BENIGN
1457446,16,20,939,126.13888888888889,0,BENIGN
45279,2,2,47,46.75,0,BENIGN
20761,2,2,83,65.5,0,BENIGN
21783,2,2,94,75.5,0,BENIGN
21124,2,2,47,46.75,0,BENIGN
0,2,0,31,31,0,BENIGN
5241102,5,2,6,2.5714285714285716,0,BENIGN
21469,1,1,0,0,0,BENIGN
21110,2,2,159,102.75,0,BENIGN
154,1,2,6,8,0,BENIGN
118047365,28,26,1430,190.48148148148152,400673,BENIGN
20843,2,2,83,63.25,0,BENIGN
21064,2,2,94,75.5,0,BENIGN
169,1,2,6,8,0,BENIGN
420084,6,0,22,25.66666666666667,0,BENIGN
20920,2,2,255,162.75,0,BENIGN
5496122,16,10,2004,336.03846153846155,169506,BENIGN
139,1,3,0,0,0,BENIGN
55216,2,2,107,85.75,0,BENIGN
20699,2,2,58,60.5,0,BENIGN
272,3,0,6,8,0,BENIGN
92508240,6,0,0,0,2,BENIGN
1,2,0,31,34,0,BENIGN
1,2,0,400,415.5,0,BENIGN
239154,17,14,1430,293.741935483871,0,BENIGN
20793,2,2,59,61.75,0,BENIGN
25167,1,2,6,8,0,BENIGN
115057233,45,0,0,0,47667.83333333334,BENIGN
118092942,24,32,175,47.714285714285715,256796.5,BENIGN
61381,2,2,57,59.25,0,BENIGN
0,2,0,31,34,0,BENIGN
111237155,32,28,384,45.33333333333334,41887.818181818184,BENIGN
45330,2,2,58,60.5,0,BENIGN
117758615,28,24,1430,198.73076923076923,121017.5,BENIGN
1,2,0,31,34,0,BENIGN
20652,2,2,138,100.5,0,BENIGN
115504685,31,28,705,41.6271186440678,66702.0909090909,BENIGN
66669,2,2,91,68.75,0,BENIGN
116114077,33,30,705,61.36507936507937,69695.36363636365,BENIGN
54101,2,2,57,59.25,0,BENIGN
20871,2,2,60,63,0,BENIGN
21267,2,2,68,73,0,BENIGN
3,2,0,0,0,0,BENIGN
53003,1,2,6,8,0,BENIGN
15317307,10,9,372,63.57894736842106,352660,BENIGN
1,2,0,31,34,0,BENIGN
20830,2,2,59,61.75,0,BENIGN
20858,2,2,51,51.75,0,BENIGN
15670970,16,20,2920,665.9444444444445,882403,BENIGN
20880,2,2,111,90.75,0,BENIGN
54378827,13,12,0,0,38218.2,BENIGN
110200930,32,30,384,46.838709677419345,79059.90909090909,BENIGN
203,5,0,6,7.2,0,BENIGN
88078,11,10,1430,339.3333333333333,0,BENIGN
20685,2,2,72,69,0,BENIGN
60817166,4,4,106,76.625,20935,BENIGN
150,1,2,6,8,0,BENIGN
9014948,6,0,0,0,3014562,BENIGN
39182,1,1,0,0,0,BENIGN
20547,2,2,81,80.25,0,BENIGN
138,1,2,6,8,0,BENIGN
20966,2,2,66,58.5,0,BENIGN
5941404,5,2,0,0,0,BENIGN
1,2,0,31,34,0,BENIGN
230,1,1,0,0,0,BENIGN
117336476,52,68,2979,687.5833333333335,288203,BENIGN
94,1,2,0,0,0,BENIGN
11094529,22,29,2920,503.8823529411765,1316633,BENIGN
64116,2,2,55,47.75,0,BENIGN
54,1,2,0,0,0,BENIGN
166486,16,12,1430,266.0357142857143,0,BENIGN
1,2,0,31,31,0,BENIGN
68,1,2,0,0,0,BENIGN
115573325,31,28,913,46.23728813559321,23562.54545454545,BENIGN
7361400,2,8,0,0,0,BENIGN
28202,1,1,6,9,0,BENIGN
21053,2,2,128,88,0,BENIGN
40912,1,1,6,9,0,BENIGN
7218051,2,8,0,0,0,BENIGN
2,2,0,6,9,0,BENIGN
20813,2,2,79,65,0,BENIGN
2,2,0,0,0,0,BENIGN
7129019,2,8,0,0,0,BENIGN
46654,2,2,41,39.25,0,BENIGN
55224592,14,12,31,4.4230769230769225,21539.166666666668,BENIGN
44979,2,2,103,86.75,0,BENIGN
792899,7,2,393,89.33333333333331,0,BENIGN
20882,2,2,58,60.5,0,BENIGN
21199,2,2,48,48,0,BENIGN
20885,2,2,57,59.25,0,BENIGN
20682,2,2,73,70.25,0,BENIGN
21343,2,2,67,71.75,0,BENIGN
20845,2,2,59,61.75,0,BENIGN
120,1,1,0,0,0,BENIGN
115740042,38,34,1460,151.70833333333334,25156.25,BENIGN
20704,2,2,69,60,0,BENIGN
20524,5,2,77,44.42857142857143,0,BENIGN
20964,2,2,94,75.5,0,BENIGN
1,2,0,31,34,0,BENIGN
116625822,28,28,1430,174.25,251511.5,BENIGN
20785,2,2,79,62.75,0,BENIGN
21194,2,2,104,84.25,0,BENIGN
116762254,30,24,1430,157.2962962962963,119355,BENIGN
20634,2,2,57,59.25,0,BENIGN
66214,2,2,51,51.75,0,BENIGN
20705,2,2,70,66.5,0,BENIGN
7294829,2,8,0,0,0,BENIGN
20589,2,2,57,59.25,0,BENIGN
20910,2,2,102,75,0,BENIGN
20613,2,2,68,61,0,BENIGN
73,1,2,0,0,0,BENIGN
97545,3,21,2920,1218.6666666666667,0,BENIGN
2,2,0,6,9,0,BENIGN
54132333,10,4,46,33.07142857142857,282399,BENIGN
495746,7,2,382,86.88888888888891,0,BENIGN
5047293,14,14,2920,492.46428571428567,0,BENIGN
55541,1,3,6,7.5,0,BENIGN
116725548,36,32,1430,180.8823529411765,246501,BENIGN
152,1,2,6,8,0,BENIGN
393,4,0,46,43.75,0,BENIGN
39454,1,3,0,0,0,BENIGN
41148,1,1,6,9,0,BENIGN
20649,2,2,60,63,0,BENIGN
115,4,0,46,43.75,0,BENIGN
116769433,53,56,2866,444.14678899082566,605186.7272727273,BENIGN
113019146,52,0,0,0,6.333333333333332,BENIGN
117073728,32,30,1430,194.03225806451616,134048,BENIGN
20697,2,2,103,86.75,0,BENIGN
69596,2,2,99,81.75,0,BENIGN
21073,2,2,66,58.5,0,BENIGN
20832,2,2,63,66.75,0,BENIGN
122,1,2,6,8,0,BENIGN
418,4,0,46,43.75,0,BENIGN
2,2,0,6,9,0,BENIGN
20914,2,2,59,61.75,0,BENIGN
20616,2,2,128,88,0,BENIGN
20754,2,2,110,88,0,BENIGN
21059,2,2,97,80.75,0,BENIGN
377737,34,40,1430,150.86486486486487,0,BENIGN
46121,2,2,47,46.75,0,BENIGN
20860,2,2,102,82.5,0,BENIGN
118726391,426,692,3381,1012.1109123434704,578326.5,BENIGN
116573870,40,47,2525,229.81609195402305,292849.5,BENIGN
21024,2,2,69,65.25,0,BENIGN
25539,1,2,0,0,0,BENIGN
118343770,40,36,1418,144.6578947368421,537812,BENIGN
20778,2,2,102,81.75,0,BENIGN
20657,2,2,83,63.25,0,BENIGN
778895,13,16,3214,792,0,BENIGN
168,1,2,6,8,0,BENIGN
156,1,2,6,8,0,BENIGN
5362515,5,2,6,2.5714285714285716,0,BENIGN
60401558,27,24,1566,203.13725490196083,123922.83333333336,BENIGN
176,1,2,6,8,0,BENIGN
7188257,2,8,0,0,0,BENIGN
3,2,0,0,0,0,BENIGN
4,3,0,6,8,0,BENIGN
20707,2,2,103,86.75,0,BENIGN
108,1,2,6,8,0,BENIGN
21121,2,2,106,80.75,0,BENIGN
20573,2,2,90,73.5,0,BENIGN
20983,2,2,103,86.75,0,BENIGN
1,2,0,31,34,0,BENIGN
20867,2,2,61,64.25,0,BENIGN
7283313,2,8,0,0,0,BENIGN
20850,2,2,118,87.5,0,BENIGN
315,3,0,0,0,0,BENIGN
41285,1,1,6,9,0,BENIGN
1,2,0,6,9,0,BENIGN
407,4,0,46,43.75,0,BENIGN
180,1,1,0,0,0,BENIGN
21050,2,2,102,81.75,0,BENIGN
20623,2,2,100,79.25,0,BENIGN
20786,2,2,55,56.75,0,BENIGN
100303,1,1,6,9,0,BENIGN
223,1,3,6,7.5,0,BENIGN
118838133,40,43,2257,248.91566265060248,583786,BENIGN
34684,2,2,140,132.25,0,BENIGN
1,2,0,31,34,0,BENIGN
105369,2,2,271,170.75,0,BENIGN
10122551,18,17,2920,431.54285714285714,164469,BENIGN
48879,2,2,48,48,0,BENIGN
20783,2,2,83,63.25,0,BENIGN
20906,2,2,103,86.75,0,BENIGN
20927,2,2,70,66.5,0,BENIGN
