"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"US000","2","926120","18","0","2024","1","",3999,183236,183342,183261,3823677679,61954364,161825,1605,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",18,0.5,4718,2.6,4398,2.5,3858,2.2,315001761,9.0,31880705,106.0,77957,93.0,97,6.4
"US000","2","92613","17","0","2024","1","",439,9033,9090,9149,262307352,9345552,20484,2220,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-0.9,485,5.7,435,5.0,445,5.1,22635746,9.4,3083899,49.3,15830,340.1,85,4.0
"US000","2","926130","18","0","2024","1","",439,9033,9090,9149,262307352,9345552,20484,2220,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-0.9,485,5.7,435,5.0,445,5.1,22635746,9.4,3083899,49.3,15830,340.1,85,4.0
"US000","2","92614","17","0","2024","1","",3048,33008,33279,33591,500316639,6672449,22929,1156,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-11,-0.4,1456,4.6,1264,3.9,1327,4.1,43873051,9.6,2905576,77.1,2216,10.7,57,5.2
"US000","2","926140","18","0","2024","1","",3048,33008,33279,33591,500316639,6672449,22929,1156,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-11,-0.4,1456,4.6,1264,3.9,1327,4.1,43873051,9.6,2905576,77.1,2216,10.7,57,5.2
"US000","2","92615","17","0","2024","1","",2682,53669,53957,54102,1041098749,43518126,116315,1486,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",85,3.3,1764,3.4,1934,3.7,1577,3.0,85242461,8.9,19328472,79.9,51236,78.7,76,5.4
"US000","2","926150","18","0","2024","1","",2682,53669,53957,54102,1041098749,43518126,116315,1486,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",85,3.3,1764,3.4,1934,3.7,1577,3.0,85242461,8.9,19328472,79.9,51236,78.7,76,5.4
"US000","2","927","15","0","2024","1","N",4,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","9271","16","0","2024","1","N",4,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","92711","17","0","2024","1","N",4,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","927110","18","0","2024","1","N",4,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","928","15","0","2024","1","",791,19291,19483,19213,295313979,22972835,79844,1175,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",33,4.4,892,4.8,947,5.1,703,3.8,27694334,10.3,13597141,145.0,21693,37.3,61,5.5
"US000","2","9281","16","0","2024","1","",791,19291,19483,19213,295313979,22972835,79844,1175,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",33,4.4,892,4.8,947,5.1,703,3.8,27694334,10.3,13597141,145.0,21693,37.3,61,5.5
"US000","2","92811","17","0","2024","1","N",786,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",32,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","928110","18","0","2024","1","N",786,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",32,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","92812","17","0","2024","1","N",5,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","928120","18","0","2024","1","N",5,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","2","99","14","0","2024","1","",110,133,133,118,1680008,305357,547,1010,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.9,-247,-65.0,-397,-74.9,-565,-82.7,-4786095,-74.0,179845,143.3,-2509,-82.1,73,7.8
"US000","2","999","15","0","2024","1","",110,133,133,118,1680008,305357,547,1010,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.9,-247,-65.0,-397,-74.9,-565,-82.7,-4786095,-74.0,179845,143.3,-2509,-82.1,73,7.8
"US000","2","9999","16","0","2024","1","",110,133,133,118,1680008,305357,547,1010,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.9,-247,-65.0,-397,-74.9,-565,-82.7,-4786095,-74.0,179845,143.3,-2509,-82.1,73,7.8
"US000","2","99999","17","0","2024","1","",110,133,133,118,1680008,305357,547,1010,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.9,-247,-65.0,-397,-74.9,-565,-82.7,-4786095,-74.0,179845,143.3,-2509,-82.1,73,7.8
"US000","2","999999","18","0","2024","1","",110,133,133,118,1680008,305357,547,1010,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.9,-247,-65.0,-397,-74.9,-565,-82.7,-4786095,-74.0,179845,143.3,-2509,-82.1,73,7.8
"US000","3","10","11","0","2024","1","",171968,14638246,14791242,14881018,238489595332,12109613316,100117304,1242,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",316,0.2,380493,2.7,400050,2.8,425321,2.9,15340942984,6.9,801648941,7.1,15286631,18.0,47,3.9
"US000","3","101","12","0","2024","1","",4387,110358,110325,110361,1826119203,143501801,1438272,1273,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-0.1,4352,4.1,4479,4.2,4078,3.8,143161200,8.5,19976514,16.2,268946,23.0,52,4.3
"US000","3","1011","13","0","2024","1","",74,1899,1877,1920,36213871,21664649,127816,1467,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,4.2,718,60.8,687,57.7,727,60.9,19320641,114.4,14957339,223.0,54520,74.4,373,34.1
"US000","3","1012","13","0","2024","1","",4262,107088,107071,107115,1766294746,114591587,1127563,1269,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-11,-0.3,3710,3.6,3797,3.7,3383,3.3,123385841,7.5,4924186,4.5,188274,20.0,48,3.9
"US000","3","1013","13","0","2024","1","",51,1371,1377,1326,23610586,7245565,182893,1337,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,10.9,-76,-5.3,-5,-0.4,-32,-2.4,454718,2.0,94989,1.3,26152,16.7,61,4.8
"US000","3","102","12","0","2024","1","",167581,14527888,14680917,14770657,236663476129,11966111515,98679032,1242,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",319,0.2,376141,2.7,395571,2.8,421243,2.9,15197781784,6.9,781672427,7.0,15017685,18.0,48,4.0
"US000","3","1021","13","0","2024","1","",12030,566539,567706,569369,11887109305,804733400,8013210,1610,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-28,-0.2,18985,3.5,18472,3.4,18340,3.3,865122082,7.8,85095714,11.8,2444139,43.9,66,4.3
"US000","3","1022","13","0","2024","1","",5134,125099,125276,125881,1342004585,119761124,820435,823,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",26,0.5,3660,3.0,3410,2.8,3485,2.8,93739787,7.5,8196567,7.3,136206,19.9,35,4.4
"US000","3","1023","13","0","2024","1","",1906,46925,47865,47571,852926749,244540051,3255001,1383,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,0.2,1668,3.7,2415,5.3,1810,4.0,96111590,12.7,20344446,9.1,611493,23.1,103,8.0
"US000","3","1024","13","0","2024","1","",4777,96943,97321,98051,1624646543,210564990,3425654,1283,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",67,1.4,3868,4.2,3796,4.1,3955,4.2,137853787,9.3,10879561,5.4,689791,25.2,61,5.0
"US000","3","1025","13","0","2024","1","",73572,9127578,9248775,9295152,139451380395,4188251598,25324651,1163,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",164,0.2,206931,2.3,209217,2.3,217959,2.4,8212578775,6.3,237497392,6.0,3947059,18.5,43,3.8
"US000","3","1026","13","0","2024","1","",4626,379015,382136,385265,4135457806,1052301962,14653567,832,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-26,-0.6,19975,5.6,19238,5.3,19911,5.4,274677515,7.1,55544567,5.6,-172657,-1.2,13,1.6
"US000","3","1027","13","0","2024","1","",2097,32999,33135,33423,492081560,68305021,1064627,1141,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,0.3,1314,4.1,1412,4.5,1297,4.0,48998908,11.1,3027058,4.6,26805,2.6,71,6.6
"US000","3","1028","13","0","2024","1","",63274,4152401,4178303,4215544,76870793935,5276922465,42109090,1414,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",127,0.2,119729,3.0,137599,3.4,154485,3.8,5468404695,7.7,361672560,7.4,7337944,21.1,56,4.1
"US000","3","1029","13","0","2024","1","",165,389,400,401,7075251,730904,12797,1372,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-20,-10.8,11,2.9,12,3.1,1,0.2,294645,4.3,-585438,-44.5,-3095,-19.5,30,2.2
"US000","3","11","14","0","2024","1","",66,967,955,1002,12684002,5568354,40475,1001,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"N",1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","111","15","0","2024","1","",11,463,460,469,5123399,4077238,20291,849,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-8.3,66,16.6,77,20.1,72,18.1,909166,21.6,280248,7.4,-20883,-50.7,23,2.8
"US000","3","1111","16","0","2024","1","",1,5,5,5,55071,0,0,847,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1,25.0,1,25.0,1,25.0,8425,18.1,0,0.0,0,0.0,-50,-5.6
"US000","3","11114","17","0","2024","1","",1,5,5,5,55071,0,0,847,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1,25.0,1,25.0,1,25.0,8425,18.1,0,0.0,0,0.0,-50,-5.6
"US000","3","111140","18","0","2024","1","",1,5,5,5,55071,0,0,847,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1,25.0,1,25.0,1,25.0,8425,18.1,0,0.0,0,0.0,-50,-5.6
"US000","3","1112","16","0","2024","1","",1,17,17,14,170841,118053,3424,821,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,1,6.2,0,0.0,-2,-12.5,18206,11.9,5505,4.9,-290,-7.8,102,14.2
"US000","3","11121","17","0","2024","1","",1,17,17,14,170841,118053,3424,821,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,1,6.2,0,0.0,-2,-12.5,18206,11.9,5505,4.9,-290,-7.8,102,14.2
"US000","3","111219","18","0","2024","1","",1,17,17,14,170841,118053,3424,821,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,1,6.2,0,0.0,-2,-12.5,18206,11.9,5505,4.9,-290,-7.8,102,14.2
"US000","3","1113","16","0","2024","1","N",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","11133","17","0","2024","1","N",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","111331","18","0","2024","1","N",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","1114","16","0","2024","1","N",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","11141","17","0","2024","1","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","111419","18","0","2024","1","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","11142","17","0","2024","1","N",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","111421","18","0","2024","1","N",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","111422","18","0","2024","1","N",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","1119","16","0","2024","1","",6,419,416,429,4774778,3959185,16867,872,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-14.3,57,15.7,60,16.9,63,17.2,850017,21.7,274743,7.5,-20593,-55.0,36,4.3
"US000","3","11192","17","0","2024","1","N",3,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","111920","18","0","2024","1","N",3,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","11194","17","0","2024","1","",1,21,21,22,225330,224367,4712,812,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-3,-12.5,-1,-4.5,-7,-24.1,11368,5.3,17377,8.4,-1767,-27.3,154,23.4
"US000","3","111940","18","0","2024","1","",1,21,21,22,225330,224367,4712,812,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-3,-12.5,-1,-4.5,-7,-24.1,11368,5.3,17377,8.4,-1767,-27.3,154,23.4
"US000","3","11199","17","0","2024","1","N",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","111998","18","0","2024","1","N",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","112","15","0","2024","1","",14,69,71,70,800958,452849,5016,880,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,7.7,2,3.0,4,6.0,6,9.4,125318,18.5,49436,12.3,-1040,-17.2,93,11.8
"US000","3","1121","16","0","2024","1","",9,42,42,42,537358,263879,1628,984,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,5,13.5,6,16.7,8,23.5,160860,42.7,92341,53.8,-115,-6.6,172,21.2
"US000","3","11211","17","0","2024","1","N",8,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","112111","18","0","2024","1","N",8,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","11212","17","0","2024","1","N",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","112120","18","0","2024","1","N",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","1125","16","0","2024","1","",3,24,26,25,224475,149845,1627,691,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-2,-7.7,0,0.0,0,0.0,-23363,-9.4,-30726,-17.0,-377,-18.8,-52,-7.0
"US000","3","11251","17","0","2024","1","",3,24,26,25,224475,149845,1627,691,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-2,-7.7,0,0.0,0,0.0,-23363,-9.4,-30726,-17.0,-377,-18.8,-52,-7.0
"US000","3","112511","18","0","2024","1","",3,24,26,25,224475,149845,1627,691,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-2,-7.7,0,0.0,0,0.0,-23363,-9.4,-30726,-17.0,-377,-18.8,-52,-7.0
"US000","3","1129","16","0","2024","1","",2,3,3,3,39125,39125,1761,1003,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,100.0,-1,-25.0,-2,-40.0,-2,-40.0,-12179,-23.7,-12179,-23.7,-548,-23.7,157,18.6
"US000","3","11291","17","0","2024","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"US000","3","112910","18","0","2024","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"US000","3","11299","17","0","2024","1","",1,3,3,3,39125,39125,1761,1003,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-1,-25.0,-2,-40.0,-2,-40.0,-12179,-23.7,-12179,-23.7,-548,-23.7,157,18.6
"US000","3","112990","18","0","2024","1","",1,3,3,3,39125,39125,1761,1003,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-1,-25.0,-2,-40.0,-2,-40.0,-12179,-23.7,-12179,-23.7,-548,-23.7,157,18.6
"US000","3","113","15","0","2024","1","N",3,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","1133","16","0","2024","1","N",3,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","11331","17","0","2024","1","N",3,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","113310","18","0","2024","1","N",3,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","114","15","0","2024","1","N",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","1142","16","0","2024","1","N",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","11421","17","0","2024","1","N",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","114210","18","0","2024","1","N",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","115","15","0","2024","1","",36,379,370,395,5784678,927095,13052,1167,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,4,1.1,-23,-5.9,6,1.5,450564,8.4,39553,4.5,-3295,-20.2,103,9.7
"US000","3","1151","16","0","2024","1","",21,174,169,183,2262498,556422,9166,993,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,8,4.8,3,1.8,17,10.2,161536,7.7,48570,9.6,265,3.0,19,2.0
"US000","3","11511","17","0","2024","1","",21,174,169,183,2262498,556422,9166,993,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,8,4.8,3,1.8,17,10.2,161536,7.7,48570,9.6,265,3.0,19,2.0
"US000","3","115111","18","0","2024","1","N",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","115112","18","0","2024","1","N",19,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","115115","18","0","2024","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"US000","3","1153","16","0","2024","1","",15,205,201,212,3522180,370673,3886,1315,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-4,-1.9,-26,-11.5,-11,-4.9,289028,8.9,-9017,-2.4,-3560,-47.8,183,16.2
"US000","3","11531","17","0","2024","1","",15,205,201,212,3522180,370673,3886,1315,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-4,-1.9,-26,-11.5,-11,-4.9,289028,8.9,-9017,-2.4,-3560,-47.8,183,16.2
"US000","3","115310","18","0","2024","1","",15,205,201,212,3522180,370673,3886,1315,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-4,-1.9,-26,-11.5,-11,-4.9,289028,8.9,-9017,-2.4,-3560,-47.8,183,16.2
"US000","3","21","14","0","2024","1","",8,932,922,918,23529869,16096295,87341,1959,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"N",2,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","211","15","0","2024","1","",1,2,2,2,48375,48375,39,1861,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-1,-33.3,-1,-33.3,-1,-33.3,-26718,-35.6,-26718,-35.6,-21,-35.0,-64,-3.3
"US000","3","2111","16","0","2024","1","",1,2,2,2,48375,48375,39,1861,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-1,-33.3,-1,-33.3,-1,-33.3,-26718,-35.6,-26718,-35.6,-21,-35.0,-64,-3.3
"US000","3","21112","17","0","2024","1","",1,2,2,2,48375,48375,39,1861,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-1,-33.3,-1,-33.3,-1,-33.3,-26718,-35.6,-26718,-35.6,-21,-35.0,-64,-3.3
"US000","3","211120","18","0","2024","1","",1,2,2,2,48375,48375,39,1861,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-1,-33.3,-1,-33.3,-1,-33.3,-26718,-35.6,-26718,-35.6,-21,-35.0,-64,-3.3
"US000","3","212","15","0","2024","1","N",6,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",2,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","2121","16","0","2024","1","N",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","21211","17","0","2024","1","N",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","212114","18","0","2024","1","N",2,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","2123","16","0","2024","1","N",4,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","21232","17","0","2024","1","N",4,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","212321","18","0","2024","1","N",4,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","213","15","0","2024","1","N",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","2131","16","0","2024","1","N",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","21311","17","0","2024","1","N",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","213112","18","0","2024","1","N",1,0,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","3","22","14","0","2024","1","",8318,252913,252806,253411,5765342653,475288982,4749319,1753,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-38,-0.5,6855,2.8,6017,2.4,5998,2.4,377915003,7.0,62282424,15.1,2077962,77.8,74,4.4
"US000","3","221","15","0","2024","1","",8318,252913,252806,253411,5765342653,475288982,4749319,1753,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-38,-0.5,6855,2.8,6017,2.4,5998,2.4,377915003,7.0,62282424,15.1,2077962,77.8,74,4.4
"US000","3","2211","16","0","2024","1","",929,79952,80033,80024,2301222745,125888524,1910206,2213,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-11,-1.2,2871,3.7,2479,3.2,2283,2.9,146514856,6.8,47201883,60.0,1348683,240.2,73,3.4
"US000","3","22111","17","0","2024","1","",250,21708,21723,21778,612458605,41561129,465537,2167,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-8,-3.1,805,3.9,825,3.9,853,4.1,50625202,9.0,3032792,7.9,66457,16.7,100,4.8
"US000","3","221111","18","0","2024","1","",61,3948,3911,4012,113247505,2897772,29256,2202,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,3.4,151,4.0,105,2.8,175,4.6,10066509,9.8,202313,7.5,20338,228.1,121,5.8
"US000","3","221112","18","0","2024","1","",180,15807,15869,15823,433182929,4724064,30581,2105,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-11,-5.8,656,4.3,740,4.9,707,4.7,34173382,8.6,251514,5.6,12270,67.0,77,3.8
