caucus,congress_numbers,current,description,district,enddate,leadership_title,party,phone,role_type,role_type_label,senator_class,senator_class_label,senator_rank,senator_rank_label,startdate,state,title,title_long,website,extra.address,extra.contact_form,extra.office,extra.rss_url,extra.party_affiliations,extra.end-type,extra.how,person.bioguideid,person.birthday,person.cspanid,person.fediverse_webfinger,person.firstname,person.gender,person.gender_label,person.lastname,person.link,person.middlename,person.name,person.namemod,person.nickname,person.osid,person.pvsid,person.sortname,person.twitterid,person.youtubeid
NA,,TRUE,Junior Senator for Delaware,NA,2027-01-03,NA,Democrat,202-224-5042,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,DE,Sen.,Senator,https://www.coons.senate.gov,218 Russell Senate Office Building Washington DC 20510,https://www.coons.senate.gov/contact,218 Russell Senate Office Building,http://www.coons.senate.gov/rss/feeds/?type=all,,NA,NA,C001088,1963-09-09,9269028,NA,Christopher,male,Male,Coons,https://www.govtrack.us/congress/members/christopher_coons/412390,Andrew,Sen. Christopher Coons [D-DE],,,N00031820,NA,"Coons, Christopher (Sen.) [D-DE]",ChrisCoons,senatorchriscoons
NA,,TRUE,Junior Senator for West Virginia,NA,2027-01-03,Senate Republican Conference Vice Chair,Republican,202-224-6472,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,WV,Sen.,Senator,https://www.capito.senate.gov,170 Russell Senate Office Building Washington DC 20510,https://www.capito.senate.gov/contact/contact-shelley,170 Russell Senate Office Building,NA,,NA,NA,C001047,1953-11-26,83737,NA,Shelley,female,Female,Capito,https://www.govtrack.us/congress/members/shelley_capito/400061,Moore,Sen. Shelley Moore Capito [R-WV],,,N00009771,NA,"Capito, Shelley (Sen.) [R-WV]",SenCapito,NA
NA,,TRUE,Senior Senator for Louisiana,NA,2027-01-03,NA,Republican,202-224-5824,senator,Senator,class2,Class 2,senior,Senior,2021-01-03,LA,Sen.,Senator,https://www.cassidy.senate.gov,455 Dirksen Senate Office Building Washington DC 20510,https://www.cassidy.senate.gov/contact,455 Dirksen Senate Office Building,NA,,NA,NA,C001075,1957-09-28,1030546,NA,Bill,male,Male,Cassidy,https://www.govtrack.us/congress/members/bill_cassidy/412269,,Sen. Bill Cassidy [R-LA],,,N00030245,NA,"Cassidy, Bill (Sen.) [R-LA]",SenBillCassidy,SenatorBillCassidy
NA,,TRUE,Junior Senator for New Mexico,NA,2027-01-03,NA,Democrat,202-224-6621,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,NM,Sen.,Senator,https://www.lujan.senate.gov,498 Russell Senate Office Building Washington DC 20510,https://www.lujan.senate.gov/contact/,498 Russell Senate Office Building,NA,,NA,NA,L000570,1972-06-07,1031351,NA,Ben,male,Male,Luján,https://www.govtrack.us/congress/members/ben_lujan/412293,Ray,Sen. Ben Ray Luján [D-NM],,,N00029562,NA,"Luján, Ben (Sen.) [D-NM]",SenatorLujan,NA
NA,,TRUE,Junior Senator for Massachusetts,NA,2027-01-03,NA,Democrat,202-224-2742,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,MA,Sen.,Senator,https://www.markey.senate.gov,255 Dirksen Senate Office Building Washington DC 20510,https://www.markey.senate.gov/contact,255 Dirksen Senate Office Building,NA,,NA,NA,M000133,1946-07-11,260,NA,Edward,male,Male,Markey,https://www.govtrack.us/congress/members/edward_markey/400253,J.,Sen. Edward “Ed” Markey [D-MA],,Ed,N00000270,NA,"Markey, Edward “Ed” (Sen.) [D-MA]",SenMarkey,RepMarkey
NA,,TRUE,Junior Senator for Michigan,NA,2027-01-03,NA,Democrat,202-224-6221,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,MI,Sen.,Senator,https://www.peters.senate.gov,724 Hart Senate Office Building Washington DC 20510,https://www.peters.senate.gov/contact/email-gary,724 Hart Senate Office Building,NA,,NA,NA,P000595,1958-12-01,50199,NA,Gary,male,Male,Peters,https://www.govtrack.us/congress/members/gary_peters/412305,C.,Sen. Gary Peters [D-MI],,,N00029277,NA,"Peters, Gary (Sen.) [D-MI]",SenGaryPeters,RepGaryPeters
NA,,TRUE,Junior Senator for Arkansas,NA,2027-01-03,NA,Republican,202-224-2353,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,AR,Sen.,Senator,https://www.cotton.senate.gov,326 Russell Senate Office Building Washington DC 20510,https://www.cotton.senate.gov/contact/contact-tom,326 Russell Senate Office Building,NA,,NA,NA,C001095,1977-05-13,63928,NA,Tom,male,Male,Cotton,https://www.govtrack.us/congress/members/tom_cotton/412508,,Sen. Tom Cotton [R-AR],,,N00033363,NA,"Cotton, Tom (Sen.) [R-AR]",SenTomCotton,RepTomCotton
NA,,TRUE,Junior Senator for Montana,NA,2027-01-03,NA,Republican,202-224-2651,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,MT,Sen.,Senator,https://www.daines.senate.gov,320 Hart Senate Office Building Washington DC 20510,https://www.daines.senate.gov/connect/email-steve,320 Hart Senate Office Building,NA,,NA,NA,D000618,1962-08-20,1034037,NA,Steve,male,Male,Daines,https://www.govtrack.us/congress/members/steve_daines/412549,,Sen. Steve Daines [R-MT],,,N00033054,NA,"Daines, Steve (Sen.) [R-MT]",SteveDaines,SteveDainesMT
NA,,TRUE,Junior Senator for New Jersey,NA,2027-01-03,Senate Democratic Policy & Communications Committee Vice Chair,Democrat,202-224-3224,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,NJ,Sen.,Senator,https://www.booker.senate.gov,717 Hart Senate Office Building Washington DC 20510,https://www.booker.senate.gov/?p=contact,717 Hart Senate Office Building,NA,,NA,NA,B001288,1969-04-27,84679,NA,Cory,male,Male,Booker,https://www.govtrack.us/congress/members/cory_booker/412598,Anthony,Sen. Cory Booker [D-NJ],,,N00035267,NA,"Booker, Cory (Sen.) [D-NJ]",SenBooker,SenCoryBooker
NA,,TRUE,Junior Senator for Alaska,NA,2027-01-03,NA,Republican,202-224-3004,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,AK,Sen.,Senator,https://www.sullivan.senate.gov,302 Hart Senate Office Building Washington DC 20510,https://www.sullivan.senate.gov/contact/email,302 Hart Senate Office Building,NA,,NA,NA,S001198,1964-11-13,1023262,NA,Dan,male,Male,Sullivan,https://www.govtrack.us/congress/members/dan_sullivan/412665,,Sen. Dan Sullivan [R-AK],,,N00035774,NA,"Sullivan, Dan (Sen.) [R-AK]",SenDanSullivan,NA
NA,,TRUE,Junior Senator for Iowa,NA,2027-01-03,Senate Republican Policy Committee Chair,Republican,202-224-3254,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,IA,Sen.,Senator,https://www.ernst.senate.gov,260 Russell Senate Office Building Washington DC 20510,https://www.ernst.senate.gov/public/index.cfm/contact,260 Russell Senate Office Building,NA,,NA,NA,E000295,1970-07-01,75342,NA,Joni,female,Female,Ernst,https://www.govtrack.us/congress/members/joni_ernst/412667,,Sen. Joni Ernst [R-IA],,,N00035483,NA,"Ernst, Joni (Sen.) [R-IA]",SenJoniErnst,NA
NA,,TRUE,Senior Senator for North Carolina,NA,2027-01-03,NA,Republican,202-224-6342,senator,Senator,class2,Class 2,senior,Senior,2021-01-03,NC,Sen.,Senator,https://www.tillis.senate.gov,113 Dirksen Senate Office Building Washington DC 20510,https://www.tillis.senate.gov/public/index.cfm/email-me,113 Dirksen Senate Office Building,NA,,NA,NA,T000476,1960-08-30,77055,NA,Thom,male,Male,Tillis,https://www.govtrack.us/congress/members/thom_tillis/412668,,Sen. Thom Tillis [R-NC],,,N00035492,NA,"Tillis, Thom (Sen.) [R-NC]",SenThomTillis,NA
NA,,TRUE,Junior Senator for South Dakota,NA,2027-01-03,NA,Republican,202-224-5842,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,SD,Sen.,Senator,https://www.rounds.senate.gov,716 Hart Senate Office Building Washington DC 20510,https://www.rounds.senate.gov/contact/email-mike,716 Hart Senate Office Building,NA,,NA,NA,R000605,1954-10-24,78317,NA,Mike,male,Male,Rounds,https://www.govtrack.us/congress/members/mike_rounds/412669,,Sen. Mike Rounds [R-SD],,,N00035187,NA,"Rounds, Mike (Sen.) [R-SD]",SenatorRounds,NA
NA,,TRUE,Junior Senator for Kansas,NA,2027-01-03,NA,Republican,202-224-4774,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,KS,Sen.,Senator,https://www.marshall.senate.gov,479A Russell Senate Office Building Washington DC 20510,https://www.marshall.senate.gov/contact/,479a Russell Senate Office Building,NA,,NA,NA,M001198,1960-08-09,103425,NA,Roger,male,Male,Marshall,https://www.govtrack.us/congress/members/roger_marshall/412704,,Sen. Roger Marshall [R-KS],,,N00037034,NA,"Marshall, Roger (Sen.) [R-KS]",SenatorMarshall,NA
NA,,TRUE,Junior Senator for Minnesota,NA,2027-01-03,NA,Democrat,202-224-5641,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,MN,Sen.,Senator,https://www.smith.senate.gov,720 Hart Senate Office Building Washington DC 20510,https://www.smith.senate.gov/share-your-opinion/,720 Hart Senate Office Building,NA,,NA,NA,S001203,1958-03-04,111313,NA,Tina,female,Female,Smith,https://www.govtrack.us/congress/members/tina_smith/412742,Flint,Sen. Tina Smith [D-MN],,,N00042353,NA,"Smith, Tina (Sen.) [D-MN]",SenTinaSmith,NA
NA,,TRUE,Junior Senator for Mississippi,NA,2027-01-03,NA,Republican,202-224-5054,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,MS,Sen.,Senator,https://www.hydesmith.senate.gov,702 Hart Senate Office Building Washington DC 20510,https://www.hydesmith.senate.gov/contact-senator,702 Hart Senate Office Building,NA,,NA,NA,H001079,1959-05-10,113208,NA,Cindy,female,Female,Hyde-Smith,https://www.govtrack.us/congress/members/cindy_hyde_smith/412743,,Sen. Cindy Hyde-Smith [R-MS],,,N00043298,NA,"Hyde-Smith, Cindy (Sen.) [R-MS]",SenHydeSmith,NA
NA,,TRUE,Junior Senator for Wyoming,NA,2027-01-03,NA,Republican,202-224-3424,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,WY,Sen.,Senator,https://www.lummis.senate.gov,127A Russell Senate Office Building Washington DC 20510,https://www.lummis.senate.gov/contact/contact-form/,127a Russell Senate Office Building,NA,,NA,NA,L000571,1954-09-10,1031365,NA,Cynthia,female,Female,Lummis,https://www.govtrack.us/congress/members/cynthia_lummis/412294,M.,Sen. Cynthia Lummis [R-WY],,,N00029788,NA,"Lummis, Cynthia (Sen.) [R-WY]",SenLummis,NA
NA,,TRUE,Senior Senator for Alabama,NA,2027-01-03,NA,Republican,202-224-4124,senator,Senator,class2,Class 2,senior,Senior,2021-01-03,AL,Sen.,Senator,https://www.tuberville.senate.gov,455 Russell Senate Office Building Washington DC 20510,https://www.tuberville.senate.gov/contact/contact-form/,455 Russell Senate Office Building,NA,,NA,NA,T000278,1954-09-18,NA,NA,Tommy,male,Male,Tuberville,https://www.govtrack.us/congress/members/tommy_tuberville/456796,Hawley,Sen. Tommy Tuberville [R-AL],,,N00044434,NA,"Tuberville, Tommy (Sen.) [R-AL]",SenTuberville,NA
NA,,TRUE,Junior Senator for Colorado,NA,2027-01-03,NA,Democrat,202-224-5941,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,CO,Sen.,Senator,https://www.hickenlooper.senate.gov,374 Russell Senate Office Building Washington DC 20510,https://www.hickenlooper.senate.gov/contact/,374 Russell Senate Office Building,NA,,NA,NA,H000273,1952-02-07,NA,NA,John,male,Male,Hickenlooper,https://www.govtrack.us/congress/members/john_hickenlooper/456797,Wright,Sen. John Hickenlooper [D-CO],,,N00044206,NA,"Hickenlooper, John (Sen.) [D-CO]",SenatorHick,NA
NA,,TRUE,Junior Senator for Tennessee,NA,2027-01-03,NA,Republican,202-224-4944,senator,Senator,class2,Class 2,junior,Junior,2021-01-03,TN,Sen.,Senator,https://www.hagerty.senate.gov,251 Russell Senate Office Building Washington DC 20510,https://www.hagerty.senate.gov/email-me/,251 Russell Senate Office Building,NA,,NA,NA,H000601,1959-08-14,NA,NA,Bill,male,Male,Hagerty,https://www.govtrack.us/congress/members/bill_hagerty/456798,Francis,Sen. Bill Hagerty [R-TN],,,N00045369,NA,"Hagerty, Bill (Sen.) [R-TN]",SenatorHagerty,NA
NA,,TRUE,Senior Senator for Georgia,NA,2027-01-03,NA,Democrat,202-224-3521,senator,Senator,class2,Class 2,senior,Senior,2021-01-20,GA,Sen.,Senator,https://www.ossoff.senate.gov,303 Hart Senate Office Building Washington DC 20510,https://www.ossoff.senate.gov/contact-us/,303 Hart Senate Office Building,NA,,NA,NA,O000174,1987-02-16,NA,NA,Jon,male,Male,Ossoff,https://www.govtrack.us/congress/members/jon_ossoff/456857,,Sen. Jon Ossoff [D-GA],,,N00040675,NA,"Ossoff, Jon (Sen.) [D-GA]",SenOssoff,NA
NA,,TRUE,Senior Senator for Colorado,NA,2029-01-03,NA,Democrat,202-224-5852,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,CO,Sen.,Senator,https://www.bennet.senate.gov/public,261 Russell Senate Office Building Washington DC 20510,https://www.bennet.senate.gov/public/index.cfm/contact,261 Russell Senate Office Building,http://www.bennet.senate.gov/rss/feeds/?type=news,,NA,NA,B001267,1964-11-28,1031622,NA,Michael,male,Male,Bennet,https://www.govtrack.us/congress/members/michael_bennet/412330,F.,Sen. Michael Bennet [D-CO],,,N00030608,NA,"Bennet, Michael (Sen.) [D-CO]",SenatorBennet,SenatorBennet
NA,,TRUE,Senior Senator for Connecticut,NA,2029-01-03,NA,Democrat,202-224-2823,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,CT,Sen.,Senator,https://www.blumenthal.senate.gov,706 Hart Senate Office Building Washington DC 20510,https://www.blumenthal.senate.gov/contact/,706 Hart Senate Office Building,http://www.blumenthal.senate.gov/rss/feeds/?type=all,,NA,NA,B001277,1946-02-13,21799,NA,Richard,male,Male,Blumenthal,https://www.govtrack.us/congress/members/richard_blumenthal/412490,,Sen. Richard Blumenthal [D-CT],,,N00031685,NA,"Blumenthal, Richard (Sen.) [D-CT]",SenBlumenthal,SenatorBlumenthal
NA,,TRUE,Senior Senator for Arkansas,NA,2029-01-03,NA,Republican,202-224-4843,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,AR,Sen.,Senator,https://www.boozman.senate.gov/public,555 Dirksen Senate Office Building Washington DC 20510,https://www.boozman.senate.gov/public/index.cfm/contact,555 Dirksen Senate Office Building,http://www.boozman.senate.gov/public/index.cfm/rss/feed,,NA,NA,B001236,1950-12-10,92069,NA,John,male,Male,Boozman,https://www.govtrack.us/congress/members/john_boozman/400040,,Sen. John Boozman [R-AR],,,N00013873,NA,"Boozman, John (Sen.) [R-AR]",JohnBoozman,BoozmanPressOffice
NA,,TRUE,Senior Senator for Idaho,NA,2029-01-03,NA,Republican,202-224-6142,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,ID,Sen.,Senator,https://www.crapo.senate.gov,239 Dirksen Senate Office Building Washington DC 20510,https://www.crapo.senate.gov/contact,239 Dirksen Senate Office Building,NA,,NA,NA,C000880,1951-05-20,26440,NA,Michael,male,Male,Crapo,https://www.govtrack.us/congress/members/michael_crapo/300030,D.,Sen. Michael “Mike” Crapo [R-ID],,Mike,N00006267,NA,"Crapo, Michael “Mike” (Sen.) [R-ID]",MikeCrapo,senatorcrapo
NA,,TRUE,Senior Senator for Iowa,NA,2029-01-03,NA,Republican,202-224-3744,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,IA,Sen.,Senator,https://www.grassley.senate.gov,135 Hart Senate Office Building Washington DC 20510,https://www.grassley.senate.gov/contact,135 Hart Senate Office Building,http://grassley.senate.gov/customcf/rss_feed.cfm,,NA,NA,G000386,1933-09-17,1167,NA,Charles,male,Male,Grassley,https://www.govtrack.us/congress/members/charles_grassley/300048,E.,Sen. Charles “Chuck” Grassley [R-IA],,Chuck,N00001758,NA,"Grassley, Charles “Chuck” (Sen.) [R-IA]",ChuckGrassley,senchuckgrassley
NA,,TRUE,Senior Senator for North Dakota,NA,2029-01-03,NA,Republican,202-224-2551,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,ND,Sen.,Senator,https://www.hoeven.senate.gov,338 Russell Senate Office Building Washington DC 20510,https://www.hoeven.senate.gov/contact/contact-the-senator,338 Russell Senate Office Building,http://www.hoeven.senate.gov/public/index.cfm/rss/feed,,NA,NA,H001061,1957-03-13,85233,NA,John,male,Male,Hoeven,https://www.govtrack.us/congress/members/john_hoeven/412494,,Sen. John Hoeven [R-ND],,,N00031688,NA,"Hoeven, John (Sen.) [R-ND]",SenJohnHoeven,senatorjohnhoevennd
NA,,TRUE,Senior Senator for Wisconsin,NA,2029-01-03,NA,Republican,202-224-5323,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,WI,Sen.,Senator,https://www.ronjohnson.senate.gov,328 Hart Senate Office Building Washington DC 20510,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,328 Hart Senate Office Building,http://www.ronjohnson.senate.gov/public/index.cfm/rss/feed,,NA,NA,J000293,1955-04-08,62835,NA,Ron,male,Male,Johnson,https://www.govtrack.us/congress/members/ron_johnson/412496,,Sen. Ron Johnson [R-WI],,,N00032546,NA,"Johnson, Ron (Sen.) [R-WI]",SenRonJohnson,SenatorRonJohnson
NA,,TRUE,Senior Senator for Oklahoma,NA,2029-01-03,NA,Republican,202-224-5754,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,OK,Sen.,Senator,https://www.lankford.senate.gov,316 Hart Senate Office Building Washington DC 20510,https://www.lankford.senate.gov/contact/email,316 Hart Senate Office Building,NA,,NA,NA,L000575,1968-03-04,1033847,NA,James,male,Male,Lankford,https://www.govtrack.us/congress/members/james_lankford/412464,,Sen. James Lankford [R-OK],,,N00031129,NA,"Lankford, James (Sen.) [R-OK]",SenatorLankford,SenatorLankford
NA,,TRUE,Senior Senator for Utah,NA,2029-01-03,NA,Republican,202-224-5444,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,UT,Sen.,Senator,https://www.lee.senate.gov,363 Russell Senate Office Building Washington DC 20510,https://www.lee.senate.gov/public/index.cfm/contact,363 Russell Senate Office Building,http://www.lee.senate.gov/public/index.cfm/rss/feed,,NA,NA,L000577,1971-06-04,9267977,NA,Mike,male,Male,Lee,https://www.govtrack.us/congress/members/mike_lee/412495,,Sen. Mike Lee [R-UT],,,N00031696,NA,"Lee, Mike (Sen.) [R-UT]",SenMikeLee,senatormikelee
NA,,TRUE,Senior Senator for Kansas,NA,2029-01-03,NA,Republican,202-224-6521,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,KS,Sen.,Senator,https://www.moran.senate.gov,521 Dirksen Senate Office Building Washington DC 20510,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,521 Dirksen Senate Office Building,http://www.moran.senate.gov/public/index.cfm/rss/feed/,,NA,NA,M000934,1954-05-29,45469,NA,Jerry,male,Male,Moran,https://www.govtrack.us/congress/members/jerry_moran/400284,,Sen. Jerry Moran [R-KS],,,N00005282,NA,"Moran, Jerry (Sen.) [R-KS]",JerryMoran,senatorjerrymoran
NA,,TRUE,Senior Senator for Alaska,NA,2029-01-03,NA,Republican,202-224-6665,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,AK,Sen.,Senator,https://www.murkowski.senate.gov,522 Hart Senate Office Building Washington DC 20510,https://www.murkowski.senate.gov/public/index.cfm/contact,522 Hart Senate Office Building,http://www.murkowski.senate.gov/public/?a=rss.feed,,NA,NA,M001153,1957-05-22,1004138,NA,Lisa,female,Female,Murkowski,https://www.govtrack.us/congress/members/lisa_murkowski/300075,A.,Sen. Lisa Murkowski [R-AK],,,N00026050,NA,"Murkowski, Lisa (Sen.) [R-AK]",LisaMurkowski,senatormurkowski
NA,,TRUE,Senior Senator for Washington,NA,2029-01-03,President Pro Tempore of the Senate,Democrat,202-224-2621,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,WA,Sen.,Senator,https://www.murray.senate.gov,154 Russell Senate Office Building Washington DC 20510,https://www.murray.senate.gov/write-to-patty/,154 Russell Senate Office Building,http://www.murray.senate.gov/public/?a=rss.feed,,NA,NA,M001111,1950-10-11,25277,NA,Patty,female,Female,Murray,https://www.govtrack.us/congress/members/patty_murray/300076,,Sen. Patty Murray [D-WA],,,N00007876,NA,"Murray, Patty (Sen.) [D-WA]",PattyMurray,SenatorPattyMurray
NA,,TRUE,Junior Senator for Kentucky,NA,2029-01-03,NA,Republican,202-224-4343,senator,Senator,class3,Class 3,junior,Junior,2023-01-03,KY,Sen.,Senator,https://www.paul.senate.gov,295 Russell Senate Office Building Washington DC 20510,https://www.paul.senate.gov/connect/email-rand,295 Russell Senate Office Building,http://paul.senate.gov/rss/?p=news,,NA,NA,P000603,1963-01-07,9265241,NA,Rand,male,Male,Paul,https://www.govtrack.us/congress/members/rand_paul/412492,,Sen. Rand Paul [R-KY],,,N00030836,NA,"Paul, Rand (Sen.) [R-KY]",SenRandPaul,SenatorRandPaul
NA,,TRUE,Senior Senator for Florida,NA,2029-01-03,NA,Republican,202-224-3041,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,FL,Sen.,Senator,https://www.rubio.senate.gov,284 Russell Senate Office Building Washington DC 20510,https://www.rubio.senate.gov/public/index.cfm/contact,284 Russell Senate Office Building,http://www.rubio.senate.gov/public/?a=rss.feed,,NA,NA,R000595,1971-05-28,87599,NA,Marco,male,Male,Rubio,https://www.govtrack.us/congress/members/marco_rubio/412491,,Sen. Marco Rubio [R-FL],,,N00030612,NA,"Rubio, Marco (Sen.) [R-FL]",SenRubioPress,SenatorMarcoRubio
NA,,TRUE,Senior Senator for New York,NA,2029-01-03,Senate Majority Leader,Democrat,202-224-6542,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,NY,Sen.,Senator,https://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,https://www.schumer.senate.gov/contact/email-chuck,322 Hart Senate Office Building,NA,,NA,NA,S000148,1950-11-23,5929,NA,Charles,male,Male,Schumer,https://www.govtrack.us/congress/members/charles_schumer/300087,E.,Sen. Charles “Chuck” Schumer [D-NY],,Chuck,N00001093,NA,"Schumer, Charles “Chuck” (Sen.) [D-NY]",SenSchumer,SenatorSchumer
NA,,TRUE,Junior Senator for South Carolina,NA,2029-01-03,NA,Republican,202-224-6121,senator,Senator,class3,Class 3,junior,Junior,2023-01-03,SC,Sen.,Senator,https://www.scott.senate.gov,104 Hart Senate Office Building Washington DC 20510,https://www.scott.senate.gov/contact/email-me,104 Hart Senate Office Building,http://www.scott.senate.gov/rss.xml,,NA,NA,S001184,1965-09-19,623506,NA,Tim,male,Male,Scott,https://www.govtrack.us/congress/members/tim_scott/412471,,Sen. Tim Scott [R-SC],,,N00031782,NA,"Scott, Tim (Sen.) [R-SC]",SenatorTimScott,SenatorTimScott
NA,,TRUE,Senior Senator for South Dakota,NA,2029-01-03,Senate Minority Whip,Republican,202-224-2321,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,SD,Sen.,Senator,https://www.thune.senate.gov,511 Dirksen Senate Office Building Washington DC 20510,https://www.thune.senate.gov/public/index.cfm/contact,511 Dirksen Senate Office Building,http://www.thune.senate.gov/public/index.cfm/rss/feed,,NA,NA,T000250,1961-01-07,45552,NA,John,male,Male,Thune,https://www.govtrack.us/congress/members/john_thune/400546,,Sen. John Thune [R-SD],,,N00004572,NA,"Thune, John (Sen.) [R-SD]",SenJohnThune,johnthune
NA,,TRUE,Junior Senator for Maryland,NA,2029-01-03,NA,Democrat,202-224-4654,senator,Senator,class3,Class 3,junior,Junior,2023-01-03,MD,Sen.,Senator,https://www.vanhollen.senate.gov,730 Hart Senate Office Building Washington DC 20510,https://www.vanhollen.senate.gov/contact/email,730 Hart Senate Office Building,NA,,NA,NA,V000128,1959-01-10,20756,NA,Chris,male,Male,Van Hollen,https://www.govtrack.us/congress/members/chris_van_hollen/400415,,Sen. Chris Van Hollen [D-MD],,,N00013820,NA,"Van Hollen, Chris (Sen.) [D-MD]",ChrisVanHollen,RepChrisVanHollen
NA,,TRUE,Junior Senator for Vermont,NA,2029-01-03,NA,Democrat,202-224-4242,senator,Senator,class3,Class 3,junior,Junior,2023-01-03,VT,Sen.,Senator,https://www.welch.senate.gov,124 Russell Senate Office Building Washington DC 20510,https://www.welch.senate.gov/email-peter/,124 Russell Senate Office Building,NA,,NA,NA,W000800,1947-05-02,1019990,NA,Peter,male,Male,Welch,https://www.govtrack.us/congress/members/peter_welch/412239,,Sen. Peter Welch [D-VT],,,N00000515,NA,"Welch, Peter (Sen.) [D-VT]",PeterWelch,reppeterwelch
NA,,TRUE,Senior Senator for Oregon,NA,2029-01-03,NA,Democrat,202-224-5244,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,OR,Sen.,Senator,https://www.wyden.senate.gov,221 Dirksen Senate Office Building Washington DC 20510,https://www.wyden.senate.gov/contact/,221 Dirksen Senate Office Building,http://www.wyden.senate.gov/rss/feeds/?type=all&amp;,,NA,NA,W000779,1949-05-03,1962,NA,Ron,male,Male,Wyden,https://www.govtrack.us/congress/members/ron_wyden/300100,,Sen. Ron Wyden [D-OR],,,N00007724,NA,"Wyden, Ron (Sen.) [D-OR]",RonWyden,senronwyden
NA,,TRUE,Senior Senator for Indiana,NA,2029-01-03,NA,Republican,202-224-5623,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,IN,Sen.,Senator,https://www.young.senate.gov,185 Dirksen Senate Office Building Washington DC 20510,https://www.young.senate.gov/contact,185 Dirksen Senate Office Building,NA,,NA,NA,Y000064,1972-08-24,1033743,NA,Todd,male,Male,Young,https://www.govtrack.us/congress/members/todd_young/412428,C.,Sen. Todd Young [R-IN],,,N00030670,NA,"Young, Todd (Sen.) [R-IN]",SenToddYoung,RepToddYoung
NA,,TRUE,Senior Senator for Hawaii,NA,2029-01-03,Senate Democratic Conference Deputy Secretary,Democrat,202-224-3934,senator,Senator,class3,Class 3,senior,Senior,2023-01-03,HI,Sen.,Senator,https://www.schatz.senate.gov,722 Hart Senate Office Building Washington DC 20510,https://www.schatz.senate.gov/contact,722 Hart Senate Office Building,NA,,NA,NA,S001194,1972-10-20,87784,NA,Brian,male,Male,Schatz,https://www.govtrack.us/congress/members/brian_schatz/412507,Emanuel,Sen. Brian Schatz [D-HI],,,N00028138,NA,"Schatz, Brian (Sen.) [D-HI]",SenBrianSchatz,senbrianschatz
NA,,TRUE,Junior Senator for Illinois,NA,2029-01-03,NA,Democrat,202-224-2854,senator,Senator,class3,Class 3,junior,Junior,2023-01-03,IL,Sen.,Senator,https://www.duckworth.senate.gov,524 Hart Senate Office Building Washington DC 20510,https://www.duckworth.senate.gov/content/contact-senator,524 Hart Senate Office Building,NA,,NA,NA,D000622,1968-03-12,94484,NA,Tammy,female,Female,Duckworth,https://www.govtrack.us/congress/members/tammy_duckworth/412533,,Sen. Tammy Duckworth [D-IL],,,N00027860,NA,"Duckworth, Tammy (Sen.) [D-IL]",SenDuckworth,repduckworth
NA,,TRUE,Junior Senator for Oklahoma,NA,2027-01-03,NA,Republican,202-224-4721,senator,Senator,class2,Class 2,junior,Junior,2023-01-03,OK,Sen.,Senator,https://www.mullin.senate.gov,330 Hart Senate Office Building Washington DC 20510,https://www.mullin.senate.gov/contact/,330 Hart Senate Office Building,NA,,NA,NA,M001190,1977-07-26,1034045,NA,Markwayne,male,Male,Mullin,https://www.govtrack.us/congress/members/markwayne_mullin/412568,,Sen. Markwayne Mullin [R-OK],,,N00033410,NA,"Mullin, Markwayne (Sen.) [R-OK]",SenMullin,NA
